id,name,sponsor,event,venue,place,physical_description,notes,occasion,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status
24826,,ROYAL POINCIANA HOTEL,LUNCHEON,COM,"PALM BEACH,FLA.",BROADSIDE; HOTEL EMBLEM; 4 X 7.5;,,,1901-611,,,1901-03-08,Royal Poinciana Hotel,,,,complete
14884,,,,,,,,,,,,1900-02-22,Manhattan Hotel,,,,complete
13504,,GRISWOLD HOUSE,LUNCHEON,COMMERCIAL,"DETROIT, MI",CARD; COL; 4.25 X 7;,pale blue; logo;,DAILY MENU,1900-4770,,,1900-10-21,Griswold House,,,,complete
27113,,Southern Pacific,lunch,RAILROAD,"Dining Car, Southern Pacific",8 1/2 x 5 1/2 in. fold. ; ill. col.,"photographic illustration : southern arizona desert. manager : harry a. butler includes ""select"" and a la carte menu options.",,Soete 100,,,1942-01-01,Southern Pacific,,Dollars,$,complete
33232,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20x13cm,,,1917-0982_wotm,,,1917-12-21,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete
18217,,,,,,,,,,,,1900-10-07,Nippon Yusen Kaisha,,,,complete
15731,,,,,,,,,,,,1901-05-25,Oceanic Steamship Co.,,,,complete
28760,,The American Harvest Restaurant,,,,38x27cm folded; 38x55cm open,,,1987-0020_wotm,,,1987-01-01,The American Harvest Restaurant,,,,complete
22290,,IMPERIAL (?),[DINNER],[SOC],"ST.LOUIS CLUB, ST.LOUIS,MO.",BROADSIDE; 3.5 X 4.5;,menu in french;,,1901-238,,,1901-02-01,Imperial (?),,,,complete
28463,,S.S. Maasdam,,,,25x12.5cm,,,1958-0111_wotm,,,1958-12-27,S.S. Maasdam,,Dollars,$,complete
15231,,,,,,,,,,,,1900-09-05,Brown Palace,,Dollars,$,complete
27579,,Norddeutscher Lloyd Bremen,Souper Sic,,,,,,1910-968 Item D,,,1910-03-19,Norddeutscher Lloyd Bremen,,,,complete
29880,,Louis Sherry,,,,33x25.5cm folded; 33x51cm open,,,1947-0032_wotm,,,1947-07-04,Louis Sherry,,Dollars,$,complete
22083,,ST. REGIS HOTEL,LUNCHEON/DEJEUNER FOURCHETTE,COMMERCIAL,"NEW YORK, NY",CARD; 5X8;,french and english;,,1906-214,,,1906-02-21,St. Regis Hotel,,Dollars,$,complete
30210,,S.S. Columbus,,,,21x14cm folded; 21x28cm open,menu also translated into english,,1939-0162_wotm,,,1939-08-30,S.S. Columbus,,,,complete
25513,,CHILDS',DAILY LUNCH MENU,COMMERCIAL,"42 EAST 14TH STREET, 440 BWAY, NEW YORK",FOLDER; 6X10;,priced menu; place noted by feb; branches listed;,,1907-563,,,1907-06-01,Childs',,Dollars,$,complete
32983,Childs,Childs,,,,23x20.5cm,,,1917-0723_wotm,,,1917-11-30,Childs,,Dollars,$,complete
28155,,The Connecticut Room Hartford Plaza Building,,,,29.5x21.5cm folded; 29.5x43cm open,,,1966-0003_wotm,,,1966-01-18,The Connecticut Room Hartford Plaza Building,,,,complete
30162,,"Harry M. Stevens, Inc   Caterers",,,,21x14cm folded; 21x28cm open,,,"1939-0114; two copies, please digitize c",,,1939-05-25,"Harry M. Stevens, Inc   Caterers",,Dollars,$,complete
13429,,UNIVERSITY CLUB,DINNER TO BROWN UNIVERSITY DEBATING TEAMS,EDUC;,"[PROVIDENCE, R.I.]",CARD; 5X7.25;,[place info supplied by feb];,COMPLIMENTARY/TESTIMONIAL,1900-3321,,,1900-05-19,University Club,,,,complete
16168,,,,,,,,,,,,1901-07-21,Nippon Yusen Kaisha   S.S.Rosetta Maru,,,,complete
22178,,TENNESSEE CENTENNIAL EXPOSITION,DINNER,COMMERCIAL,[SR RR]ENROUTE NASHVILLE TO WASHINGTON [DC],CARD;5.5X7.5;,,COMPLIMENTARY/TESTIMONIAL,1897-191,,,1897-06-14,Tennessee Centennial Exposition,,,,complete
32681,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm opened,,,1917-0418_wotm,,,1917-11-13,The Biltmore,,Dollars,$,complete
29003,,Commerce Club,,,,26x21cm folded; 26x42cm open,,,1964-0004_wotm,,,1964-03-04,Commerce Club,,,,complete
25000,,HOTEL ALGAZAR,LUNCHEON,COMMERCIAL,"ST.AUGUSTINE,FL",CARD;ILLUS;COL;4X7.5;,hotel emblem;,DAILY;,1901-287,,,1901-02-06,Hotel Alcazar,,,,complete
33840,Deagons' Den,Deagons' Den,,,,19.5x14cm folded; 19.5x28cm open,order of dragons,,1914-0297_wotm,,,1914-02-28,Deagons' Den,,,,complete
17126,,HOTEL CHAMPLAIN,BREAKFAST,COMMERCIAL,"CLINTON,NY",CARD; ILLUS; COL; 5X7;,man in costume at table reading a newspaper;,DAILY;,1901-2171,,,1901-08-18,Hotel Champlain,,,,complete
29585,,Die Rollenhagen Stube,,,,21x15cm folded; 21x30cm open,,,1955-0132_wotm,,,1955-11-24,Die Rollenhagen Stube,,Deutsche Marks,DM,complete
31372,,Hotel Mc Alpin,,,,34x27cm,,,1933-0280_wotm,,,1933-05-27,Hotel Mc Alpin,,Dollars,$,complete
34258,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,menu also printed in french,,1914-0960_wotm,,,1914-10-08,Waldorf Astoria,,Dollars,$,complete
22928,,AMERICAN PHARMMCEUTICAL ASSOCIATION,"FIFTY-FIFTH ANNUAL MEETING, SHORE DINNER",PROF;,"""DREAMLAND"", CONEY ISLAND, NY",CARD; 4.5 X 7.25;,,ANNIVERSARY;,1907-797,,,1907-09-06,American Pharmaceutical Association,,,,complete
21544,,HOTEL VICTORY,EVENING DINNER,COMMERCIAL,"PUT-IN-BAY, OH;",FOLDER; 5.0X6.5;,pale green paper; embossed in white;,,1900-4091,,,1900-08-19,Hotel Victory,,,,complete
24076,,N.Y.&P.R.S.S.CO. - U.S.M.S. COAMO,BREAKFAST,COMMERCIAL,EN ROUTE,BROADSIDE; FLAG EMBLEM; 4.5X6.5;,,DAILY,1905-572,,,1905-07-15,N.Y.&P.R.S.S.Co.   U.S.M.S. Coamo,,,,complete
29839,,Miami Hotel,,,,14x21cm folded; 14x42cm open,25th anniversary dayton club printing house craftsman,,1946-0069_wotm,,,1946-10-26,Miami Hotel,,Dollars,$,complete
22899,,WILDMERE HOUSE,BREAKFAST,COMMERCIAL,"MINNEWASKA,NY;",FOLDER; ILLUS; 5.5X7;,hours foe all meals listed;daily menu choices handwritten;photo of hotel;,,1905-694,,,1905-09-10,Wildmere House,,,,complete
28903,,R.M.S. Mauretania,,,,26.5x20.5cm folded; 26.5x40.5cm open,,,1962-0050_wotm,,,1962-08-06,R.M.S. Mauretania,,,,complete
19909,,TOYO KISEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,"b&w photographs of various points of interest in america, hawaii, china;japan;",DAILY MENU;,1900-4839,,,1900-10-31,Toyo Kisen Kaisha,,,,complete
31706,,Joe's Restaurant,,,,38x19cm folded; 38x38cm open,menu is falling apart,,1920-0048_wotm,,,1920-05-03,Joe's Restaurant,,Dollars,$,complete
25253,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,STEAMSHIP KAISER WILHELM DER GROSSER,CARD;ILL;COL;5.5X8.5;,german and english menu listed separately;to be used as a postcard;,DAILY;,1899-741,,,1899-11-20,Norddeutscher Lloyd Bremen,,,,complete
14394,,GRILL ROOM,,COMMERCIAL,,CARD; 5X7.5;,"a la carte menu; ""served for one person only;"" [date info supplied by feb];",,1901-2077,,,1901-08-01,Grill Room,,Dollars,$,complete
25347,,U.S.S. LOUISIANA,DAILY MENU,NAV;,AT SEA,BROADSIDE; 3.5X5.75;,,,1906-841,,,1906-11-20,U.S.S. Louisiana,,,,complete
30086,,Bookbinders Sea Food House,,,,28x22.5cm folded; 28x42.5cm open,,,1943-0048_wotm,,,1943-01-20,Bookbinders Sea Food House,,Dollars,$,complete
18060,,,,,,,,,,,,1900-08-27,Long Beach Hotel,,,,complete
23478,,O.D.SEAVEY,DINNER GIVEN TO MEN OF NY CENTRAL & HUDSON RR,COMMERCIAL,FORT WILLIAM HENRY HOTEL,BOOKLET;ILLUS;5.25X7;,program listed,FIRST SEASON UNDER NEW MANAGEMENT,1891-072,,,1891-06-21,O.D.Seavey,,,,complete
34221,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0923_wotm,,,1914-09-19,Waldorf Astoria,,Dollars,$,complete
19216,,,,,,,,,,,,1901-06-15,Norddeutscher Lloyd Bremen,,,,complete
22695,,CITIZENS OF PHILADELPHIA,LUNCHEON FOR THE UNIVERSAL POSTAL CONGRESS,GOVT;,"PHILADELPHIA BOURSE,[PHILADELPHIA,PA]",CARD;ILLUS;5X6.5;,wines served;,,1897-185,,,1897-06-12,Citizens Of Philadelphia,,,,complete
19867,,BATTERY PARK HOTEL,DINNER,COMMERCIAL,"ASHEVILLE,NC",FOLDER;ILL;4.75X7.5;,priced wine list;lithograph of building on front cover;points of interest listed on back;,DAILY;,1900-2794,,,1900-04-15,Battery Park Hotel,,Dollars,$,under review
30419,,Holland House Taverne,,,,30.5x23.5cm folded; 30.5x47cm open,,,1940-0083_wotm,,,1940-07-06,Holland House Taverne,,Dollars,$,complete
28244,,S.S. Nieuw Amsterdam,,,,34x21cm,,,1965-0056_wotm,,,1965-07-03,S.S. Nieuw Amsterdam,,,,complete
13201,,ILLINOIS STATE BAR ASSOCIATION,24TH ANNUAL BANQUET,PROF;,"CHICAGO BEACH HOTEL, CHICAGO, [IL];",FOLDER; ILLUS; COL; 5.75X7.25;,"cover illus uncle sam in red and white striped trousers; blue shirt with white stars, top hat; blindfolder justice figure holding scales of justice; various figures in various uniforms, each identified by country: ""france, russia, germany, britain, china,",,1900-3882,,,1900-07-13,Illinois State Bar Association,,,,complete
25880,,SMITH & MC NELLS,BILL OF FARE,COMMERCIAL,"NEW YORK, NY",FOLDER; ILLUS; 7X11.25;,"very extensive a la carte menu with full champagne, wine, liquor list; illustration of hotel on cover; ""400 nicely furnished, well heated & ventilated rooms;""",,1901-644,,,1901-03-12,Smith & Mc Nells,,Dollars,$,complete
34965,Hotel Astor,Hotel Astor,,,,,sussex society of new york,,1913-0192_wotm,,,1913-02-14,Hotel Astor,,,,complete
30397,,Hotel Commodore,,,,22x14.5cm folded; 22x28cm open,,,1940-0061_wotm,,,1940-04-26,Hotel Commodore,,,,complete
35156,New York Athletic Club,New York Athletic Club,,,,,veterans of the 7th regiment,,1913-0384_wotm,,,1913-04-19,New York Athletic Club,,,,complete
26975,,Josephine Chez Dumonet,Daily,"FOREIGN,RESTAURANT",Josephine Chez Dumonet,Broadside; 10.75 x 15.5 inches,dieter zander collection,,Zander 606,,,,Josephine Chez Dumonet,,Francs,FF,complete
27955,,Le Cirque,,,,21x13cm folded; 21x26cm open,,,1974-0005_wotm,,,1974-03-21,"The Wine And Food Society, Incorporated, New York",,,,complete
30958,,Hotel New Yorker,,,,28x21.5cm folded; 28x43cm open,,,1938-0138_wotm,,,1938-06-03,Hotel New Yorker,,Dollars,$,complete
27018,,Forbidden City,daily menu,RESTAURANT,Forbidden City,11 1/2 x 9 in. fold. ; ill.,chinese restaurant menu. includes american and chinese menus.,,Soete 67,,,,Forbidden City,,Dollars,$,complete
25107,,?,LUNCH,,?,CARD;ILLUS;COL;5.5X8.5;,french menu;raised elaborate coat of arms;,,1897-200,,,1897-06-22,?,,,,complete
33176,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0926_wotm,,,1917-12-15,The Biltmore,,Dollars,$,complete
22700,,AMPHION GLEE CLUB OF HOBOKEN,THEATRE PARTY AND DINNER,SOC;,"MYERS HOTEL, NEW YORK HIPPODROME, NEW YORK CITY",FOLDER; ILLUS; COL; 5X7.25;,toasts listed;,OTHER [SOCIAL];,1907-199,,,1907-02-09,Amphion Glee Club Of Hoboken,,,,complete
24117,,?,DINNER TO PHILIPPE HEBERT [SCULPTEUR] ON HIS DEPARTURE TO EUROPE,[POL],"HOTEL PLACE VIGER,MONTREAL,CANADA",BOOKLET;ILLUS; COL; RIBBON TRIM; 5 X 8;,menu in french;list of guests;,COMPLIMENTARY/TESTIMONIAL,1898-303,,,1898-11-09,Hotel Place Viger,,,,complete
21583,,PRINCE FERDINAND OF BULGARIA,STATE DINNER,GOVT;,"PALAIS ROYAL, SOPHIA",CARD; 4.5 X 7.25;,"menu in french; event and place noted by feb; also noted he was king ferdinand from oct. 5, 1908 to aug. 14, 1909",COMPLIMENTARY/TESTIMONIAL,1907-529,,,1907-05-19,Prince Ferdinand Of Bulgaria,,,,complete
19779,,HAMBURG-AMERIKA LINIE,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD EXPRESS STEAMER FURST BISMARCK,FOLDER; COL; 4.75 X 7;,menu in german and english; tan;,,1901-2017,,,1901-07-24,Hamburg Amerika Linie,,,,complete
27030,,Great Norther Railway,breakfast,RAILROAD,,10 x 6 1/2 in. fold. ; ill. col.,"illustration : ""riding black horse - blackfeet brave."" illustrator : winold reiss. general superintendent dining cars : a. w. deleen. includes : collection of recipes on verso, ""culinary secrets.""",,Soete 199,,,,Great Northern Railway,,Dollars,$,under review
24140,,SONS OF THE REVOLUTION IN THE STATE OF NEW YORK,ANNUAL BANQUET,PATR;,"DELMONICO'S, NEW YORK CITY",FOLDER; ILLUS; COL; 5.5X9;,toasts listed; printed on yellow stock;,PATRIOTIC HOLIDAY;,1907-259,,,1907-02-22,Sons Of The Revolution In The State Of New York,,,,complete
31992,Hotel Commodore,Hotel Commodore,,,,19x12cm folded; 19x24cm open,metropolitan life insurance company,,1919-0041_wotm,,,1919-05-01,Hotel Commodore,,,,complete
32953,Horn & Hardart Company,Horn & Hardart Company,,,,22.5x14cm folded; 22.5x28cm opened,,,1917-0693_wotm,,,1917-11-27,Horn & Hardart Company,,Dollars,$,complete
22308,,CARRIAGE BUILDERS NATIONAL ASSOCIATION,ANNUAL BANQUET,COMMERCIAL,"THE BICLORAMA, LENOX BUILDING, CLEVELAND, [OHIO]",BOOKLET; ILL; 6X7;,"individual cards fastened in left corner with blue ribbon; wines and brandy with meal; toasts; musical program; names of organizers, subscribers, carriage makers;",OTHER (ANNUAL BANQUET);,1895-166,,,1895-10-18,Hotel S'George,,,,complete
13918,,NATIONAL LIFE INSURANCE CO.,SEMI-CENTENNIAL CELEBRATION/LUNCHEON,PROF;,"HOTEL CHAMPLAIN, CLINTON COUNTY, NY;",FOLDER; ILLUS; COL; 5.5X7.0;,"illus. globe with legend ""the best insurance in the world, established 1850"" in clouds;",,1900-3875,,,1900-07-12,National Life Insurance Co.,,,,complete
12960,,HOTEL MARLBOROUGH,CAFE BREAKFAST,COMMERCIAL,"[66TH ST AND BROADWAY,NEW YORK,NY]",CARD;ILL;COL;4X5.5;,6 course breakfast for 50 cents;,DAILY;,1900-2239,,,1900-03-02,Hotel Marlborough,,,,complete
21039,,DELMONICO'S,DINNER,,,BROADSHEET; ILLUS; COL; 3X6;,french; gold seal;,,1898-413,,,1898-12-21,Delmonico's,,,,complete
17132,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""AUGUSTE VICTORIA""",BROADSIDE; ILLUS; COL; 5X8;,"german & english; illustration of ship, etc;",,1900-1104,,,1900-02-15,Hamburg Amerika Linie,,,,complete
16440,,,,,,,,,,,,1901-10-07,Norddeutscher Lloyd Bremen,,,,complete
16292,,,,,,,,,,,,1901-08-28,Northern Steamship Company,,Dollars,$,complete
13975,,LOTOS CLUB,"DINNER IN HONOR OF WU TING-FAN, HIS IMPERIAL CHINESE MAJESTY'S ENVOY EXTRAORDINARY AND MINISTER PLENIPOTENTIARY TO THE UNITED STATES, SPAIN AND PERU",SOC;,"LOTOS CLUB, NEW YORK, NY",FOLDER; ILLUS; COL; 10.5X10;,"menu in english & chinese; dragon on cover; chinese scroll presentation, one for event announcement, one for photograph of honored guest, one for menu; silk ribbon bow on outside;",COMPLIMENTARY/TESTIMONIAL,1900-5026,,,1900-12-15,Lotos Club,,,,complete
24064,,WITKOWSKY - GOLDSMITH,WEDDING(?),SOC;,"GRAND PACIFIC HOTEL, CHICAGO, IL",CARD; ILLUS; COL; 4.25 X 7.25;,wines with each course; colored cherub and greenery;,RITE;,1900-436,,,1900-01-20,Witkowsky   Goldsmith,,,,complete
27385,,Gramercy Park Hotel,brunch,"HOTEL,RESTAURANT",Gramercy Park Hotel,"broadside; 7 x 10.625 inches; bent corner (upper, left)",baratta collection; saturday and sunday prix fixe $8.75; special bruch bloody mary or screwdriver $1.25; wine carafe by half liter or litre; illustration of trees (front); color (brown),,Baratta 104,,,,Gramercy Park Hotel,,Dollars,$,complete
24956,,NEW YORK CENTRAL & HUDSON RIVER R.R. DINING CAR SERVICE,BREAKFAST,COMMERCIAL,EN ROUTE,FOLDER; ILLUS; 5.5 X 7;,illustration of grand central station on front and river scene on back; prix fixe menu; priced wine list; copy of menu available in an envelope for mailing; train number and date printed on bottom ofmenu;,,1900-433,,,1900-01-20,New York Central & Hudson River R.R. Dining Car Service,,Dollars,$,complete
28977,,The Madison,,,,26.5x21.5cm folded; 26.5x43cm open,,,1963-0057_wotm,,,1963-10-23,The Madison,,,,complete
23217,,HARLEM MUNICIPAL OWNERSHIP CLUB,FIRST ANNIVERSARY DINNER,PROF;,"1822 MADISON AVENUE, NEW YORK, NY",FOLDER; ILLUS; 6X9;,"wines listed; toasts, officers, trustees and executive board listed;",ANNIVERSARY;,1906-482,,,1906-05-23,Harlem Municipal Ownership Club,,,,complete
23359,,SAVOY HOTEL,OPERA SUPPER,COMMERCIAL,"LONDON,ENGLAND",FOLDER;EMBLEM;COL;4.5X4.5;,menu in french;,,1906-890,,,1906-12-01,Savoy Hotel,,,,complete
32033,The Wedgewood Room,The Wedgewood Room,,,,23x15cm folded; 23x30cm open,,,1919-0115_wotm,,,1919-08-11,The Wedgewood Room,,Dollars,$,complete
32003,Hotel Astor,Hotel Astor,,,,26.5x17cm,luncheon,,1919-0052_wotm,,,1919-05-29,Hotel Astor,,Dollars,$,complete
26909,,Eden Roc,Dinner,RESTAURANT,Eden Roc,Folder; 10.5 x 14.5 inches,dieter zander collection.,,Zander 558,,,,Eden Roc,,Francs,FF,complete
28153,,[Restaurant And/Or Location Not Given.],,,,36x18cm,,,1966-0001_wotm,,,1966-01-09,[Restaurant And/Or Location Not Given.],,,,complete
30636,,Jonathan Club,,,,19x14cm folded; 19x28cm open,,,1937-0174_wotm,,,1937-08-19,Jonathan Club,,,,complete
16736,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,EN ROUTE ABOARD SCHNELLDAMPFER (EXPRESS STEAMER) AUGUSTE VICTORIA,FOLDER; ILLUS; 4.75 X 6.75;,menu in german and english; scene of alexandria; muscial program;,,1900-2017,,,1900-02-18,Hamburg Amerika Linie,,,,complete
20200,,RED STAR LINE,DINNER,COM,EN ROUTE S.S. ZEELAND,BROADSIDE; ILLUS; COL; 5 X 8;,,,1901-2708,,,1901-11-24,Red Star Line,,,,under review
31033,,Hotel Astor,,,,34x23cm,,,1933-0105_wotm,,,1933-04-02,Hotel Astor,,Dollars,$,complete
32272,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,breakfast,,1918-0139_wotm,,,1918-01-25,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete
23146,,MONICO,DINNER IN RENAISSANCE SALOON,COMMERCIAL,"LONDON, ENGLAND",FOLDER; ILLUS OF TABLE PLAN; 5 X 5;,menu in french; musical program & hours listed;,DAILY DINNER;,1897-237,,,1897-07-22,Monico,,,,complete
22457,,UNITED STATES FLAGSHIP RAINBOW,DINNER,NAV;,"CAVITE, PHILIPPINE ISLANDS;",FOLDER; 4 X 5.25;,pencilled autographs;,OTHER (SOC);,1907-170,,,1907-02-04,United States Flagship Rainbow,,,,complete
34628,Waldorf-Astoria,Waldorf-Astoria,,,,,texas cotton palace exposition,,1912-0812_wotm,,,1912-12-03,Waldorf-Astoria,,Dollars,$,complete
24039,,WISCONSIN SOCIETY - SONS OF THE AMERICAN REVOLUTION,DINNER,PATR;,"PFISTER HOTEL,MILWAUKEE,WIS.",BOOKLET;ILLUS;COL;4.5X9.5;,wines listed; program noted;,ANNIVERSARY;,1907-552,,,1907-05-29,Wisconsin Society   Sons Of The American Revolution,,,,complete
34902,South Shore Country Club,South Shore Country Club,,,,,fifth international congress of chambers of commerce and commercial and industrial associations,,1912-0624_wotm,,,1912-10-06,South Shore Country Club,,,,complete
28831,,Hotel Ruiz Galindo,,,,16x10cm folded; 16x21.5cm open,,,1987-0064_wotm,,,1987-01-01,Hotel Ruiz Galindo,,,,complete
20933,,?,DINNER,COMMERCIAL,?,FOLDER;ILLUS;COL;6X9.5;,monogram on cover;many price changes on printed menu;,DAILY;,1900-4709,,,1900-10-15,?,,Dollars,$,complete
30259,,Waldorf Astoria,,,,18x14cm folded; 18x28cm open,society of the genesee,,1939-0020_wotm,,,1939-01-23,Waldorf Astoria,,,,complete
25071,,HADDON HALL,LUNCH OR DINNER,COMMERCIAL,"ATLANTIC CITY, NJ",BROADIDE; ILLUS; COL; 5 X 8;,,DAILY,1897-157,,,1897-05-02,Haddon Hall,,,,complete
30001,,The Pony Express,,,,25.5x17.5cm folded; 25.5x35cm open,,,1948-0012_wotm,,,1948-02-02,The Pony Express,,Dollars,$,complete
22787,,HAAN'S,LUNCH,COMMERCIAL,"PARK ROW BLDG., [NY, NY]",CARD; 7 X 11;,printed menu and wine list;,,1900-511,,,1900-01-25,Haan's,,Dollars,$,complete
25571,,CANADIAN PACIFIC RAILWAY COMPANY,BREAKFAST,COMMERCIAL,ABOARD SS MANITOBA,CARD; 4.5 X 7.25;,unpriced menu; flag logo;,,1900-660,,,1900-01-01,Canadian Pacific Railway Company,,,,complete
34871,Ulmer Park,Ulmer Park,,,,,lundy's 25th annual clam bake,,1912-0593_wotm,,,1912-09-25,Ulmer Park,,Dollars,$,complete
23846,,CROWN PRINCESS STEPHANIE,DEJEUNER,GOVT;,"SCHLOSS LAXENBURG,VIENNA",BROADSIDE; HANDWRITTEN; 4.25 X 6.5;ENGRAVED EMBLEM;,menu in french;,COMPLIMENTARY/TESTIMONIAL,1896-188,,,1896-10-15,Crown Princess Stephanie,,,,complete
15325,,,,,,,,,,,,1900-06-15,Ward School Buildings,,,,complete
15823,,,,,,,,,,,,1900-08-17,Planters Hotel Co.,,,,complete
29933,,Hotel Commodore,,,,31x22cm folded; 31x44cm open,,,1949-0023_wotm,,,1949-06-21,Hotel Commodore,,,,complete
15450,,,,,,,,,,,,1900-09-16,Nippon Yusen Kaisha,,,,complete
16987,,NORDDEUTSCHER LLOYD BREMEN,MITAGESSEN,COMMERCIAL,EN ROUTE ABOARD DAMPFER FRIEDRICH DER GROSSE,CARD; ILLUS; COL;5.25 X 8.25;,menu in german only; illustation of sailing ship and mountain; back of menu imprinted for use as postcard;,,1901-1698,,,1901-06-20,Norddeutscher Lloyd Bremen,,,,complete
28837,,The Radisson Hotels,,,,35.5x16.5 folded; 35.5x33cm open,,,1987-0070_wotm,,,1987-01-01,The Radisson Hotels,,Dollars,$,complete
13206,,GRAN HOTEL EUROPA,[DINNER],COMMERCIAL,CURAZAO,CARD; 3.5X4.75;,menu hand written in spanish; printed information on reverse in spanish;,,1900-3897,,,1900-07-16,Gran Hotel Europa,,,,complete
27859,,Ss Rotterdam,,,,21.5x15cm folded; 21.5x30cm open,,,1970-0033_wotm,,,1970-08-02,Ss Rotterdam,,,,complete
35359,Chamber of Commerce,Chamber of Commerce,,,,,cincinnati chamber of commerce,,1913-0587_wotm,,,1913-06-26,Chamber of Commerce,,,,complete
12831,,MANHATTAN HOTEL,DINNER,COMMERCIAL,"42ND ST. & MAD. AVE, NY",BROADSIDE; ILLUS; 6 X 9.75,,DAILY,1900-2203,,,1900-03-01,Manhattan Hotel,,Dollars,$,complete
33245,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0995_wotm,,,1917-12-20,Hotel Manhattan,,Dollars,$,complete
24966,,ALCAZAR HOTEL,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FL",CARD; ILLUS; COL; 3.75X7.5;,hotel seal at top of menu;,,1901-527,,,1901-03-01,Alcazar Hotel,,,,complete
12815,,CENTRAL RESTAURANT,MENU,COMMERCIAL,"NEW YORK, NY",FOLDER; 6.75X10;,"a la carte menu; [date handwritten]; location 142 liberty st, so it is more than likely new york city; all special items handwritten; priced wine list on back;",,1900-2975,,,1900-04-26,Central Restaurant,,Dollars,$,complete
28798,,La Choza,,,,14.5x22.5cm,,,1987-0033_wotm,,,1987-01-01,La Choza,,Dollars,$,complete
27325,,Ports O' Call,lunch,RESTAURANT,Ports O' Call,folder (with plastic cover); 9.75 x 14 inches; cracked and bent plastic cover,"baratta collection; ""served from 12 to 2:30 p.m.""; ready dishes; entrees to order (20 minutes); chef's specials; a la carte options; wines by the bottle and half bottle; a la carte from 12 noon to 9:45 p.m.; private dining rooms for recptions on cocktail",,Baratta 158,,,1961-12-18,Ports O' Call,,Dollars,$,complete
32735,Hotel Marlborough Grill,Hotel Marlborough Grill,,,,37x22.5cm,,,1917-0472_wotm,,,1917-11-15,Hotel Marlborough Grill,,Dollars,$,complete
19970,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,EN ROUTE ABOARD SONOMA,CARD; 5.5 X 8.5;,logo;,,1901-1210,,,1901-05-09,Oceanic Steamship Company,,,,complete
19828,,HAMBURG AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER (EXPRESS STEAMER) AUGUST VICTORIA,FOLDER; ILLUS; COLOR; 5.0X8.0;,"illus, athens; musik program;",,1900-2393,,,1900-03-12,Hamburg Amerika Linie,,,,complete
23510,,?,?,,?,CARD; 5X4,identical menu items to 1885-028 possibly cut from larger card and attached to another type of card which also has beckman and punchard printed on the bottom,,1885-028,,,1885-01-01,Beckman & Punchard,,,,complete
30692,,Steamship Yucatan,,,,22x15cm folded; 22x30cm open,,,1937-0168_wotm,,,1937-08-16,Steamship Yucatan,,,,complete
25021,,PARK RESTAURANT,MENU,COMMERCIAL,"NEW YORK, NY",FOLDER; ILLUS; 7X11;,"a la carte menu for breakfast, dinner, tea; decorative border;",,1901-996,,,1901-04-26,Park Restaurant,,Dollars,$,complete
32705,Delmonicos,Delmonicos,,,,30.5x22cm,menu also printed in french,,1917-0443_wotm,,,1917-11-14,Delmonicos,,Dollars,$,complete
28564,,Waldorf Astoria,,,,25.5x19cm folded; 25.5x38cm open,,,1957-0102_wotm,,,1957-10-21,Waldorf Astoria,,,,complete
19975,,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD DAMPFER H.H.MEIER,CARD; COL; ILLUS; 5.5 X 8;,menu in german;; colored illustration of classical plaque and steamer; back of menu for use as postcard;,,1901-1215,,,1901-05-09,Norddeutscher Lloyd Bremen,,,,complete
28342,,The Lion's Den,,,,31x22cm,,,1983-0003_wotm,,,1983-07-22,The Lion's Den,,Dollars,$,complete
34015,Drake's Restaurant,Drake's Restaurant,,,,28x17.5cm folded; 28x35cm open,,,1914-0718_wotm,,,1914-07-07,Drake's Restaurant,,Dollars,$,complete
27927,,S.S. Canberra,,,,25.5x18cm folded; 25.5x36 cm open,,,1973-0036_wotm,,,1973-06-23,S.S. Canberra,,,,complete
31932,,"S.S. ""George Washington""""""",,,,23x15cm folded; 23x30cm open,breakfast,,1921-0118_wotm,,,1921-10-11,"S.S. ""George Washington""""""",,,,complete
